Date,Open,High,Low,Close,Adj Close,Volume
2020-01-21,330.899994,332.179993,330.820007,331.299988,313.459351,77742400
2020-01-22,332.239990,332.950012,331.170013,331.339996,313.497284,48914900
2020-01-23,330.630005,332.170013,329.410004,331.720001,313.856842,51963000
2020-01-24,332.440002,332.529999,327.359985,328.769989,311.065674,87578400
2020-01-27,323.029999,325.119995,322.660004,323.500000,306.079437,84062500
2020-01-28,325.059998,327.850006,323.600006,326.890015,309.286896,63834000
2020-01-29,328.380005,328.630005,326.399994,326.619995,309.031464,53888900
2020-01-30,324.359985,327.910004,323.540009,327.679993,310.034363,75491800
2020-01-31,327.000000,327.170013,320.730011,321.730011,304.404755,113845600
2020-02-03,323.350006,326.160004,323.220001,324.119995,306.666107,69083000
2020-02-04,328.070007,330.010010,327.720001,329.059998,311.340027,62573200
2020-02-05,332.269989,333.089996,330.670013,332.859985,314.935425,65951100
2020-02-06,333.910004,334.190002,332.799988,333.980011,315.995087,50359700
2020-02-07,332.820007,333.989990,331.600006,332.200012,314.311035,64139400
2020-02-10,331.230011,334.750000,331.190002,334.679993,316.657349,42070000
2020-02-11,336.160004,337.019989,334.679993,335.260010,317.206177,54864500
2020-02-12,336.829987,337.649994,336.429993,337.420013,319.249878,43992700
2020-02-13,335.859985,338.119995,335.559998,337.059998,318.909210,54501900
2020-02-14,337.510010,337.730011,336.200012,337.600006,319.420166,64582200
2020-02-18,336.510010,337.670013,335.209991,336.730011,318.597046,57226200
2020-02-19,337.790009,339.079987,337.480011,338.339996,320.120270,48814700
2020-02-20,337.739990,338.640015,333.679993,336.950012,318.805176,74163400
2020-02-21,335.470001,335.809998,332.579987,333.480011,315.522003,113788200
2020-02-24,323.140015,333.559998,321.239990,322.420013,305.057587,161088400
2020-02-25,323.940002,324.609985,311.690002,312.649994,295.813721,218913200
2020-02-26,314.179993,318.109985,310.700012,311.500000,294.725647,194773800
2020-02-27,305.459991,311.559998,297.510010,297.510010,281.489044,284353500
2020-02-28,288.700012,297.890015,285.540009,296.260010,280.306427,384975800
2020-03-02,298.209991,309.160004,294.459991,309.089996,292.445435,238703600
2020-03-03,309.500000,313.839996,297.570007,300.239990,284.071991,300139100
2020-03-04,306.119995,313.100006,303.329987,312.859985,296.012360,176613400
2020-03-05,304.980011,308.470001,300.010010,302.459991,286.172394,186366800
2020-03-06,293.149994,298.779999,290.230011,297.459991,281.441742,228667200
2020-03-09,275.299988,284.190002,273.450012,274.230011,259.462708,309417300
2020-03-10,284.640015,288.519989,273.500000,288.420013,272.888489,276444100
2020-03-11,280.700012,281.940002,270.880005,274.359985,259.585632,255316300
2020-03-12,256.000000,266.660004,247.679993,248.110001,234.749207,392220700
2020-03-13,263.089996,271.480011,248.520004,269.320007,254.817047,329566100
2020-03-16,241.179993,256.899994,237.360001,239.850006,226.934036,297240000
2020-03-17,245.039993,256.170013,237.070007,252.800003,239.186691,262070500
2020-03-18,236.250000,248.369995,228.020004,240.000000,227.075928,327597100
2020-03-19,239.250000,247.380005,232.220001,240.509995,227.558472,289322000
2020-03-20,242.529999,244.470001,228.500000,228.800003,217.752045,347158800
2020-03-23,228.190002,229.679993,218.259995,222.949997,212.184494,326025200
2020-03-24,234.419998,244.100006,233.800003,243.149994,231.409103,235494500
2020-03-25,244.869995,256.350006,239.750000,246.789993,234.873337,299430300
2020-03-26,249.520004,262.799988,249.050003,261.200012,248.587570,257632800
2020-03-27,253.270004,260.809998,251.050003,253.419998,241.183197,224341200
2020-03-30,255.699997,262.429993,253.529999,261.649994,249.015778,171369500
2020-03-31,260.559998,263.329987,256.220001,257.750000,245.304123,194881100
2020-04-01,247.979996,257.660004,243.899994,246.149994,234.264252,189554600
2020-04-02,245.190002,252.679993,244.589996,251.830002,239.669998,177660400
2020-04-03,250.759995,253.320007,245.220001,248.190002,236.205750,135561200
2020-04-06,257.839996,267.000000,248.169998,264.859985,252.070786,188061200
2020-04-07,274.209991,275.029999,264.890015,265.130005,252.327774,201427200
2020-04-08,267.959991,276.000000,265.250000,274.029999,260.798004,153774500
2020-04-09,277.579987,281.200012,275.470001,278.200012,264.766663,189999200
2020-04-13,277.140015,277.510010,271.410004,275.660004,262.349335,114839100
2020-04-14,280.980011,284.899994,275.510010,283.790009,270.086700,134143400
2020-04-15,277.570007,283.940002,275.459991,277.760010,264.347931,121775000
2020-04-16,279.149994,280.029999,275.760010,279.100006,265.623230,131798300
2020-04-17,285.380005,287.299988,282.399994,286.640015,272.799194,146684800
2020-04-20,282.609985,286.790009,281.350006,281.589996,267.992950,100109300
2020-04-21,276.730011,278.040009,272.019989,273.040009,259.855896,126385700
2020-04-22,278.350006,281.000000,276.910004,279.100006,265.623230,92951600
2020-04-23,280.489990,283.940002,278.750000,279.079987,265.604095,104709700
2020-04-24,280.730011,283.700012,278.500000,282.970001,269.306366,85063200
2020-04-27,285.119995,288.269989,284.619995,287.049988,273.189362,77896600
2020-04-28,291.019989,291.399994,285.399994,285.730011,271.933075,105270000
2020-04-29,291.529999,294.880005,290.410004,293.209991,279.051910,118745600
2020-04-30,291.709991,293.320007,288.589996,290.480011,276.453735,122901700
2020-05-01,285.309998,290.660004,281.519989,282.790009,269.135010,125180000
2020-05-04,280.739990,283.899994,279.130005,283.570007,269.877350,80873200
2020-05-05,286.640015,289.250000,283.709991,286.190002,272.370880,79569900
2020-05-06,288.040009,288.459991,283.779999,284.250000,270.524567,73632600
2020-05-07,287.750000,289.779999,287.130005,287.679993,273.788910,75250400
2020-05-08,291.089996,292.950012,289.859985,292.440002,278.319031,76452400
2020-05-11,290.339996,294.000000,289.880005,292.500000,278.376160,79514200
2020-05-12,293.790009,294.239990,286.519989,286.670013,272.827667,95870800
2020-05-13,286.059998,287.190002,278.959991,281.600006,268.002472,144721100
2020-05-14,278.950012,285.109985,272.989990,284.970001,271.209778,121977900
2020-05-15,282.369995,286.329987,281.339996,286.279999,272.456512,111146300
2020-05-18,293.049988,296.750000,292.700012,295.000000,280.755463,119703800
2020-05-19,294.350006,296.209991,291.950012,291.970001,277.871704,95189300
2020-05-20,295.820007,297.869995,295.570007,296.929993,282.592224,85861700
2020-05-21,296.790009,297.670013,293.690002,294.880005,280.641205,78293900
2020-05-22,294.570007,295.630005,293.220001,295.440002,281.174194,63958200
2020-05-26,301.929993,302.190002,295.459991,299.079987,284.638458,88951400
2020-05-27,302.119995,303.570007,296.869995,303.529999,288.873535,104817400
2020-05-28,304.649994,306.839996,302.239990,302.970001,288.340668,90405200
2020-05-29,302.459991,304.959991,299.470001,304.320007,289.625458,119090800
2020-06-01,303.619995,306.209991,303.059998,305.549988,290.796021,55758300
2020-06-02,306.549988,308.130005,305.100006,308.079987,293.203857,74267200
2020-06-03,310.239990,313.220001,309.940002,312.179993,297.105865,92567600
2020-06-04,311.109985,313.000000,309.079987,311.359985,296.325470,75794400
2020-06-05,317.230011,321.269989,317.160004,319.339996,303.920135,150524700
2020-06-08,320.220001,323.410004,319.630005,323.200012,307.593750,73641200
2020-06-09,320.299988,323.279999,319.359985,320.790009,305.300140,77479200
2020-06-10,321.420013,322.390015,318.220001,319.000000,303.596588,95000800
2020-06-11,311.459991,312.149994,300.010010,300.609985,286.094543,209243600
2020-06-12,308.239990,309.079987,298.600006,304.209991,289.520691,194678900
2020-06-15,298.019989,308.279999,296.739990,307.049988,292.223602,135782700
2020-06-16,315.480011,315.640015,307.670013,312.959991,297.848175,137627500
2020-06-17,314.070007,314.390015,310.859985,311.660004,296.610992,83398900
2020-06-18,310.010010,312.299988,309.510010,311.779999,296.725189,80828700
2020-06-19,314.170013,314.380005,306.529999,308.640015,295.029449,135549600
2020-06-22,307.989990,311.049988,306.750000,310.619995,296.922119,74649400
2020-06-23,313.489990,314.500000,311.609985,312.049988,298.289001,68471200
2020-06-24,309.839996,310.510010,302.100006,304.089996,290.680054,132813500
2020-06-25,303.470001,307.640015,301.279999,307.350006,293.796356,89468000
2020-06-26,306.160004,306.390015,299.420013,300.049988,286.818268,127961000
2020-06-29,301.410004,304.609985,298.929993,304.459991,291.033752,79773300
2020-06-30,303.989990,310.200012,303.820007,308.359985,294.761780,113394800
2020-07-01,309.570007,311.890015,309.070007,310.519989,296.826508,72396500
2020-07-02,314.239990,315.700012,311.510010,312.230011,298.461121,69344200
2020-07-06,316.369995,317.679993,315.559998,317.049988,303.068512,61713800
2020-07-07,315.380005,317.519989,313.369995,313.779999,299.942749,82910000
2020-07-08,314.609985,316.299988,312.700012,316.179993,302.236877,54638600
2020-07-09,316.839996,317.100006,310.679993,314.380005,300.516296,83354200
2020-07-10,314.309998,317.880005,312.760010,317.589996,303.584778,57550400
2020-07-13,320.130005,322.709991,314.130005,314.839996,300.955994,102997500
2020-07-14,313.299988,319.760010,312.000000,318.920013,304.856079,93657000
2020-07-15,322.410004,323.040009,319.269989,321.850006,307.656891,87196500
2020-07-16,319.790009,321.279999,319.089996,320.790009,306.643646,54622500
2020-07-17,321.880005,322.570007,319.739990,321.720001,307.532593,62774900
2020-07-20,321.429993,325.130005,320.619995,324.320007,310.017975,56308800
2020-07-21,326.450012,326.929993,323.940002,325.010010,310.677582,57292200
2020-07-22,324.619995,327.200012,324.500000,326.859985,312.445953,57792900
2020-07-23,326.470001,327.230011,321.480011,322.959991,308.717957,75738000
