Date,Open,High,Low,Close,Adj Close,Volume
2019-01-10,256.260010,259.160004,255.500000,258.880005,240.387314,96823900
2019-01-11,257.679993,259.010010,257.029999,258.980011,240.480194,73858100
2019-01-14,256.859985,258.299988,256.410004,257.399994,239.013062,70908200
2019-01-15,257.820007,260.700012,257.809998,260.350006,241.752304,85208300
2019-01-16,260.829987,261.970001,260.600006,260.980011,242.337341,77636700
2019-01-17,260.010010,263.920013,259.959991,262.959991,244.175888,96118400
2019-01-18,264.980011,266.980011,263.000000,266.459991,247.425858,127900300
2019-01-22,264.820007,265.059998,261.059998,262.859985,244.082962,115531200
2019-01-23,264.010010,264.790009,260.660004,263.410004,244.593765,86030300
2019-01-24,263.209991,264.200012,262.079987,263.549988,244.723755,59204100
2019-01-25,265.609985,266.700012,263.660004,265.779999,246.794418,96883400
2019-01-28,263.390015,263.829987,261.790009,263.760010,244.918701,85613700
2019-01-29,263.920013,264.549988,262.480011,263.410004,244.593765,66136300
2019-01-30,265.100006,268.519989,264.250000,267.579987,248.465836,92473700
2019-01-31,267.510010,270.470001,267.269989,269.929993,250.647934,104012100
2019-02-01,270.149994,271.200012,269.179993,270.059998,250.768677,85782500
2019-02-04,270.109985,272.029999,269.359985,271.959991,252.532913,60744800
2019-02-05,272.440002,273.440002,271.880005,273.100006,253.591507,79552800
2019-02-06,272.790009,273.339996,271.920013,272.739990,253.257217,58347800
2019-02-07,270.940002,271.549988,268.290009,270.140015,250.842972,95482000
2019-02-08,268.750000,270.579987,267.829987,270.470001,251.149384,75788900
2019-02-11,271.200012,271.489990,270.029999,270.619995,251.288635,68021400
2019-02-12,272.420013,274.519989,272.339996,274.100006,254.520081,72270200
2019-02-13,275.029999,275.929993,274.559998,274.989990,255.346527,65277200
2019-02-14,273.779999,275.640015,272.869995,274.380005,254.780106,83234400
2019-02-15,276.359985,277.410004,276.130005,277.369995,257.556427,97088700
2019-02-19,276.480011,278.579987,276.470001,277.850006,258.002197,59120800
2019-02-20,277.809998,278.920013,277.250000,278.410004,258.522217,76610800
2019-02-21,277.700012,278.100006,276.350006,277.420013,257.602936,64214700
2019-02-22,278.109985,279.359985,277.399994,279.140015,259.200073,78114600
2019-02-25,280.730011,281.309998,279.429993,279.519989,259.552887,69030700
2019-02-26,279.130005,280.299988,278.899994,279.320007,259.367188,56844100
2019-02-27,278.519989,279.589996,277.480011,279.200012,259.255768,56921600
2019-02-28,278.959991,279.450012,278.320007,278.679993,258.772919,69268300
2019-03-01,280.440002,280.880005,278.820007,280.420013,260.388641,78880500
2019-03-04,281.600006,281.869995,276.839996,279.399994,259.441528,106494600
2019-03-05,279.540009,279.760010,278.410004,279.019989,259.088593,59114600
2019-03-06,279.149994,279.160004,276.970001,277.329987,257.519318,75039800
2019-03-07,276.829987,276.989990,274.070007,275.010010,255.365051,94885100
2019-03-08,272.940002,274.649994,272.420013,274.459991,254.854385,85795800
2019-03-11,275.260010,278.619995,275.230011,278.440002,258.550079,65098900
2019-03-12,279.059998,280.070007,278.850006,279.489990,259.525024,79667500
2019-03-13,280.480011,282.380005,280.299988,281.339996,261.242920,80639200
2019-03-14,281.369995,281.839996,280.670013,281.160004,261.075714,67518400
2019-03-15,280.540009,282.209991,280.329987,281.309998,262.365631,81309000
2019-03-18,281.549988,282.660004,281.299988,282.329987,263.316925,62199800
2019-03-19,283.510010,284.359985,281.410004,282.399994,263.382233,90268100
2019-03-20,282.160004,283.500000,280.320007,281.549988,262.589447,84609200
2019-03-21,280.640015,285.179993,280.589996,284.730011,265.555328,79550400
2019-03-22,283.220001,283.799988,279.179993,279.250000,260.444336,122659300
2019-03-25,278.869995,280.190002,277.640015,279.040009,260.248505,85575200
2019-03-26,280.989990,282.179993,279.559998,281.119995,262.188416,68125900
2019-03-27,281.109985,281.760010,277.929993,279.649994,260.817505,72224700
2019-03-28,280.350006,281.209991,279.070007,280.709991,261.805969,56238500
2019-03-29,282.390015,282.839996,281.140015,282.480011,263.456909,82186800
2019-04-01,284.700012,286.160004,284.399994,285.829987,266.581238,77617900
2019-04-02,286.040009,286.230011,285.089996,285.970001,266.711823,40070400
2019-04-03,287.320007,287.760010,285.750000,286.420013,267.131500,68243200
2019-04-04,286.779999,287.459991,286.010010,287.179993,267.840363,48997500
2019-04-05,287.920013,288.630005,287.600006,288.570007,269.136688,58621700
2019-04-08,288.100006,288.910004,287.369995,288.790009,269.341980,53566300
2019-04-09,287.720001,288.079987,286.700012,287.309998,267.961639,66142300
2019-04-10,287.769989,288.390015,287.309998,288.290009,268.875549,52601500
2019-04-11,288.829987,288.839996,287.579987,288.209991,268.801025,55093100
2019-04-12,290.000000,290.470001,288.260010,290.160004,270.619629,69727800
2019-04-15,290.239990,290.350006,289.079987,289.970001,270.442444,49596700
2019-04-16,290.950012,291.010010,289.500000,290.160004,270.619629,52153200
2019-04-17,291.399994,291.429993,288.989990,289.450012,269.957489,58268300
2019-04-18,290.100006,290.320007,288.660004,290.019989,270.489075,68708500
2019-04-22,289.170013,290.440002,289.070007,290.269989,270.722229,40160100
2019-04-23,290.679993,293.140015,290.420013,292.880005,273.156494,52246600
2019-04-24,292.790009,293.160004,292.070007,292.230011,272.550232,50392900
2019-04-25,292.119995,292.779999,290.730011,292.049988,272.382385,57770900
2019-04-26,292.100006,293.489990,291.239990,293.410004,273.650726,50916400
2019-04-29,293.510010,294.450012,293.410004,293.869995,274.079834,57197700
2019-04-30,293.489990,294.339996,291.920013,294.019989,274.219666,81111700
2019-05-01,294.720001,294.950012,291.799988,291.809998,272.158600,71671900
2019-05-02,291.679993,292.700012,289.519989,291.179993,271.570953,65030200
2019-05-03,292.820007,294.339996,291.299988,294.029999,274.229034,56543700
2019-05-06,289.250000,293.309998,288.899994,292.820007,273.100525,107198100
2019-05-07,290.149994,290.809998,285.809998,287.929993,268.539825,144729900
2019-05-08,287.529999,289.429993,286.869995,287.529999,268.166779,91568300
2019-05-09,285.230011,287.329987,283.299988,286.660004,267.355377,103471100
2019-05-10,285.619995,288.940002,282.299988,288.100006,268.698425,112429300
2019-05-13,282.420013,283.489990,279.929993,280.859985,261.945892,127290500
2019-05-14,281.989990,285.100006,281.850006,283.399994,264.314911,77003200
2019-05-15,281.589996,285.769989,281.359985,285.059998,265.863129,73956400
2019-05-16,285.839996,289.209991,285.760010,287.700012,268.325317,76749600
2019-05-17,285.140015,288.600006,285.119995,285.839996,266.590576,100353000
2019-05-20,284.059998,285.959991,283.119995,283.950012,264.827942,62877600
2019-05-21,285.829987,286.929993,285.549988,286.510010,267.215393,46847100
2019-05-22,285.450012,286.690002,285.100006,285.630005,266.394714,49482500
2019-05-23,283.160004,283.209991,280.570007,282.140015,263.139740,98733800
2019-05-24,283.739990,284.200012,282.089996,282.779999,263.736633,55268100
2019-05-28,283.089996,284.149994,280.130005,280.149994,261.283813,70029400
2019-05-29,278.910004,279.359985,276.709991,278.269989,259.530396,104972900
2019-05-30,279.109985,280.040009,277.809998,279.029999,260.239258,62523800
2019-05-31,276.200012,277.119995,275.239990,275.269989,256.732422,86862800
2019-06-03,275.309998,276.549988,273.089996,274.570007,256.079590,96428000
2019-06-04,277.119995,280.679993,276.619995,280.529999,261.638184,77231900
2019-06-05,282.329987,282.989990,280.320007,282.959991,263.904480,71169700
2019-06-06,283.290009,285.549988,282.570007,284.799988,265.620605,69430400
2019-06-07,285.929993,288.850006,285.739990,287.649994,268.278625,74272200
2019-06-10,289.369995,290.820007,288.869995,288.970001,269.509888,60799100
2019-06-11,290.989990,291.399994,288.179993,288.899994,269.444519,58641300
2019-06-12,288.640015,289.260010,287.820007,288.390015,268.968903,47096300
2019-06-13,289.399994,289.980011,288.619995,289.579987,270.078735,48945200
2019-06-14,289.260010,289.929993,288.410004,289.260010,269.780273,52324700
2019-06-17,289.519989,290.220001,289.179993,289.369995,269.882874,39205700
2019-06-18,291.390015,293.570007,290.989990,292.399994,272.708771,85434800
2019-06-19,292.549988,293.649994,291.470001,293.059998,273.324371,78674400
2019-06-20,296.040009,296.309998,293.130005,295.859985,275.935760,116570000
2019-06-21,294.130005,295.519989,293.760010,294.000000,275.534668,83309500
2019-06-24,294.230011,294.579987,293.470001,293.640015,275.197327,47582700
2019-06-25,293.700012,293.730011,290.640015,290.760010,272.498199,82028700
2019-06-26,291.750000,292.309998,290.350006,290.470001,272.226379,51584900
2019-06-27,291.309998,292.059998,290.890015,291.500000,273.191711,40355200
2019-06-28,292.579987,293.549988,292.010010,293.000000,274.597534,59350900
2019-07-01,296.679993,296.920013,294.329987,295.660004,277.090454,78705600
2019-07-02,295.609985,296.489990,294.679993,296.429993,277.812042,61504500
2019-07-03,297.179993,298.820007,297.019989,298.799988,280.033234,40898900
2019-07-05,297.440002,298.640015,296.010010,298.459991,279.714600,51677300
2019-07-08,297.010010,298.260010,296.220001,296.820007,278.177551,45841800
2019-07-09,295.540009,297.519989,295.480011,297.190002,278.524323,41101300
2019-07-10,298.369995,299.660004,297.779999,298.609985,279.855164,58448500
2019-07-11,299.320007,299.579987,298.200012,299.309998,280.511169,50826100
2019-07-12,299.850006,300.730011,299.510010,300.649994,281.767029,40326000
2019-07-15,301.130005,301.130005,300.190002,300.750000,281.860779,33900000
2019-07-16,300.649994,300.880005,299.440002,299.779999,280.951630,36650100
2019-07-17,299.750000,299.929993,297.739990,297.739990,279.039703,36036300
2019-07-18,297.190002,299.250000,296.700012,298.829987,280.061279,51392600
2019-07-19,300.040009,300.070007,296.980011,297.170013,278.505554,58678600
2019-07-22,297.609985,298.500000,297.040009,297.899994,279.189697,43638100
2019-07-23,299.140015,300.029999,298.220001,300.029999,281.185944,44564500
2019-07-24,299.190002,301.440002,299.089996,301.440002,282.507416,47213200
2019-07-25,300.940002,301.000000,299.109985,300.000000,281.157837,55394100
2019-07-26,300.760010,302.230011,300.619995,302.010010,283.041626,45084100
2019-07-29,301.880005,302.010010,300.850006,301.459991,282.526123,38126500
2019-07-30,299.910004,301.170013,299.489990,300.720001,281.832672,45849000
2019-07-31,300.989990,301.200012,295.200012,297.429993,278.749298,104245200
2019-08-01,297.600006,300.869995,293.959991,294.839996,276.321899,142646600
2019-08-02,293.850006,294.119995,290.899994,292.619995,274.241364,116749700
2019-08-05,288.089996,288.209991,281.720001,283.820007,265.994110,178745400
2019-08-06,285.910004,288.040009,284.279999,287.799988,269.724091,120711700
2019-08-07,284.399994,288.820007,282.040009,287.970001,269.883453,140572300
2019-08-08,289.619995,293.619995,289.010010,293.619995,275.178558,87713900
2019-08-09,292.579987,293.239990,289.649994,291.619995,273.304199,93730000
2019-08-12,289.959991,291.609985,287.019989,288.070007,269.977173,65527600
2019-08-13,287.739990,294.149994,287.359985,292.549988,274.175659,94299800
2019-08-14,288.070007,288.739990,283.760010,283.899994,266.069061,135622100
2019-08-15,284.880005,285.640015,282.390015,284.649994,266.771973,99556600
2019-08-16,286.480011,289.329987,284.709991,288.850006,270.708221,83018300
2019-08-19,292.190002,293.079987,291.440002,292.329987,273.969574,53571800
2019-08-20,291.769989,292.359985,289.950012,290.089996,271.870300,51596400
2019-08-21,292.480011,292.859985,291.720001,292.450012,274.082031,49524700
2019-08-22,293.230011,293.929993,290.399994,292.359985,273.997650,51666400
2019-08-23,290.920013,292.760010,283.470001,284.850006,266.959351,149161500
2019-08-26,287.269989,288.000000,285.579987,288.000000,269.911560,72423800
2019-08-27,289.540009,289.950012,286.029999,286.869995,268.852509,66668900
2019-08-28,286.140015,289.070007,285.250000,288.890015,270.745667,59696700
2019-08-29,291.720001,293.160004,290.609985,292.579987,274.203827,57899400
2019-08-30,294.220001,294.239990,291.420013,292.450012,274.082031,62901200
2019-09-03,290.570007,291.579987,289.269989,290.739990,272.479431,69101400
2019-09-04,293.140015,294.059998,292.309998,294.040009,275.572205,46887300
2019-09-05,296.790009,298.829987,294.000000,297.820007,279.114746,83258100
2019-09-06,298.170013,298.760010,297.420013,298.049988,279.330353,49584300
2019-09-09,299.140015,299.239990,297.160004,298.200012,279.470886,51260300
2019-09-10,297.359985,298.200012,295.970001,298.130005,279.405243,57947100
2019-09-11,298.470001,300.339996,297.750000,300.250000,281.392120,68821100
2019-09-12,301.250000,302.459991,300.410004,301.290009,282.366791,72908700
2019-09-13,301.779999,302.170013,300.679993,301.089996,282.179382,62104800
2019-09-16,299.839996,301.140015,299.450012,300.160004,281.307800,58191200
2019-09-17,299.940002,301.019989,299.750000,300.920013,282.020050,41475500
2019-09-18,300.489990,301.220001,298.239990,301.100006,282.188751,73375800
2019-09-19,301.529999,302.630005,300.709991,301.079987,282.169952,76560500
2019-09-20,300.359985,300.670013,297.410004,298.279999,280.836823,89565000
2019-09-23,297.549988,299.000000,297.269989,298.209991,280.770844,43476800
2019-09-24,299.410004,299.839996,294.809998,295.869995,278.567719,94869400
2019-09-25,295.959991,298.109985,294.329987,297.619995,280.215393,71854000
2019-09-26,297.630005,297.859985,295.450012,297.000000,279.631653,56179700
2019-09-27,297.829987,297.950012,293.690002,295.399994,278.125183,84746600
2019-09-30,295.970001,297.549988,295.920013,296.769989,279.415070,51662400
2019-10-01,297.739990,298.459991,293.000000,293.239990,276.091522,88242400
2019-10-02,291.500000,291.510010,286.640015,288.059998,271.214417,122539500
2019-10-03,287.809998,290.450012,284.820007,290.420013,273.436493,85278800
2019-10-04,291.140015,294.630005,291.079987,294.350006,277.136719,65091200
2019-10-07,293.470001,295.260010,292.769989,293.079987,275.940857,59610500
2019-10-08,291.040009,291.850006,288.489990,288.529999,271.656982,95708100
2019-10-09,290.750000,292.299988,290.059998,291.269989,274.236725,62359400
2019-10-10,291.179993,294.209991,291.000000,293.239990,276.091522,55296300
2019-10-11,296.269989,298.739990,296.140015,296.279999,278.953674,98720400
2019-10-14,295.929993,296.670013,295.570007,295.950012,278.643066,40394800
2019-10-15,297.100006,299.700012,296.970001,298.880005,281.401764,46754500
2019-10-16,298.369995,299.160004,297.920013,298.399994,280.949768,48928200
2019-10-17,299.679993,300.239990,298.519989,299.279999,281.778320,45736600
2019-10-18,298.690002,299.399994,297.029999,297.970001,280.544922,64304000
2019-10-21,299.420013,300.209991,298.940002,299.989990,282.446777,39048600
2019-10-22,300.579987,300.899994,298.910004,299.010010,281.524139,48594700
2019-10-23,298.730011,299.940002,298.500000,299.880005,282.343262,34352200
2019-10-24,300.910004,301.070007,299.459991,300.369995,282.804535,35453100
2019-10-25,299.739990,302.200012,299.679993,301.600006,283.962677,45205400
2019-10-28,302.940002,303.850006,302.910004,303.299988,285.563232,42147000
2019-10-29,303.000000,304.230011,302.859985,303.209991,285.478485,44284900
2019-10-30,303.429993,304.549988,301.989990,304.140015,286.354156,49643900
2019-10-31,304.130005,304.130005,301.730011,303.329987,285.591492,69053800
2019-11-01,304.920013,306.190002,304.739990,306.140015,288.237183,71141500
2019-11-04,307.850006,308.000000,306.959991,307.369995,289.395233,60606900
2019-11-05,307.589996,307.920013,306.709991,307.029999,289.075104,42933200
2019-11-06,307.029999,307.399994,306.059998,307.100006,289.141052,46487100
2019-11-07,308.570007,309.649994,307.660004,308.179993,290.157867,54272300
2019-11-08,307.799988,309.000000,307.029999,308.940002,290.873444,49032100
2019-11-11,307.420013,308.540009,307.269989,308.350006,290.317932,35797300
2019-11-12,308.750000,309.989990,308.149994,309.000000,290.929932,46484600
2019-11-13,307.910004,309.540009,307.660004,309.100006,291.024078,53917700
2019-11-14,308.790009,309.640015,308.089996,309.549988,291.447632,51219900
2019-11-15,311.019989,311.839996,310.260010,311.790009,293.556763,62023600
2019-11-18,311.529999,312.279999,311.029999,312.019989,293.773315,49228000
2019-11-19,312.679993,312.690002,311.220001,311.929993,293.688507,67804700
2019-11-20,311.279999,311.850006,309.059998,310.769989,292.596375,79406200
2019-11-21,310.890015,311.010010,309.390015,310.269989,292.125641,54664700
2019-11-22,311.089996,311.239990,309.850006,310.959991,292.775269,44850200
2019-11-25,311.980011,313.369995,311.980011,313.369995,295.044342,48647200
2019-11-26,313.410004,314.279999,313.059998,314.079987,295.712799,37569000
2019-11-27,314.609985,315.480011,314.369995,315.480011,297.030975,44444600
2019-11-29,314.859985,315.130005,314.059998,314.309998,295.929382,36592700
2019-12-02,314.589996,314.660004,311.170013,311.640015,293.415466,75767800
2019-12-03,308.649994,309.640015,307.130005,309.549988,291.447632,73941700
2019-12-04,310.700012,312.119995,310.320007,311.459991,293.246002,49080000
2019-12-05,312.230011,312.250000,310.579987,312.019989,293.773315,40709000
2019-12-06,314.119995,315.309998,314.109985,314.869995,296.456635,48927000
2019-12-09,314.440002,315.179993,313.799988,313.880005,295.524567,34838500
2019-12-10,313.820007,314.549988,312.809998,313.529999,295.194977,52649800
2019-12-11,314.029999,314.700012,313.440002,314.420013,296.032959,53429100
2019-12-12,314.429993,317.989990,314.170013,317.130005,298.584442,96389600
2019-12-13,316.869995,318.670013,316.019989,317.320007,298.763336,81503900
2019-12-16,319.220001,320.149994,317.250000,319.500000,300.815887,82749700
2019-12-17,319.920013,320.250000,319.480011,319.570007,300.881744,61097700
2019-12-18,320.000000,320.250000,319.529999,319.589996,300.900665,48133000
2019-12-19,319.799988,320.980011,319.519989,320.899994,302.134064,85310500
2019-12-20,320.459991,321.970001,319.390015,320.730011,303.458588,147142100
2019-12-23,321.589996,321.649994,321.059998,321.220001,303.922241,52990000
2019-12-24,321.470001,321.519989,320.899994,321.230011,303.931732,20270000
2019-12-26,321.649994,322.950012,321.640015,322.940002,305.549652,30911200
2019-12-27,323.739990,323.799988,322.279999,322.859985,305.473877,42528800
2019-12-30,322.950012,323.100006,320.549988,321.079987,303.789734,49729100
2019-12-31,320.529999,322.130005,320.149994,321.859985,304.527740,57077300
2020-01-02,323.540009,324.890015,322.529999,324.869995,307.375671,59151200
2020-01-03,321.160004,323.640015,321.100006,322.410004,305.048187,77709700
2020-01-06,320.489990,323.730011,320.359985,323.640015,306.211914,55653900
2020-01-07,323.019989,323.540009,322.239990,322.730011,305.350922,40496400
2020-01-08,322.940002,325.779999,322.670013,324.450012,306.978241,68296000
2020-01-09,326.160004,326.730011,325.519989,326.649994,309.059814,48473300
2020-01-10,327.290009,327.459991,325.200012,325.709991,308.170441,53029300
2020-01-13,326.390015,327.959991,325.920013,327.950012,310.289825,47086800
2020-01-14,327.470001,328.619995,326.839996,327.450012,309.816742,62832800
2020-01-15,327.350006,329.019989,327.260010,328.190002,310.516907,72056600
2020-01-16,329.700012,330.920013,329.450012,330.920013,313.099884,54050300
2020-01-17,331.700012,332.179993,330.850006,331.950012,314.074432,95846000
